"X.OG" "GENE_NAME" "human" "human.1" "cow" "cow.1" "cow.2" "marmoset" "marmoset.1" "dog" "armadillo" "gorilla" "gorilla.1" "musMusculus" "musMusculus.1" "musMusculus.2" "musMusculus.3" "musMusculus.4" "musMusculus.5" "musSpretus" "musSpretus.1" "musSpretus.2" "musCaroli" "musCaroli.1" "musCaroli.2" "musCaroli.3" "opossum" "opossum.1" "opossum.2" "ferret" "rabbit" "chimp" "chimp.1" "bonobo" "bonobo.1" "orangutan" "orangutan.1" "rhesus" "rhesus.1" "rhesus.2" "rhesus.3" "rhesus.4" "rat" "rat.1" "rat.2"
"OG1007" "OG1007" "TBC1D25" 4.45 2.16 1.14 2.4 4.59 5.77 3.16 2.65 1.76 NA NA 1.33 2.91 1.91 2.21 1.61 1.07 1.15 1.67 2.81 2.55 2.37 2.64 1.93 4.67 7.24 2.72 6.73 6.2 NA NA NA NA 2.42 2.33 5.57 4.41 3.61 6.6 5.38 3.63 4.26 5.27
"OG10071" "OG10071" "NTNG1" 0.01 0 0.08 0 0.02 0.04 0.01 0 0 0.09 0 0 0 0 0.06 0 0 0 0 0 0 0 0.06 0 0.28 0.79 0.16 0.16 0.02 0.19 0.04 0 0.23 0 0.02 0 0 0 0 0 0.35 0.43 0.63
"OG10076" "OG10076" "WDR63" 0.02 0 0 0.02 0.01 0.51 0.62 0.14 0 0.06 0 0.98 0.32 0.19 0.03 0.01 0.03 0 0 0 0 0.26 0.42 0.31 0.66 1.24 0.08 0.06 0.03 0.08 0 0 0 0 0.02 0.05 0.16 0.04 0.05 0.19 0 0 0
"OG10079" "OG10079" "ZNF326" 6.3 3.77 16.81 12.79 16.57 20.73 16.94 17.92 2.31 8.05 6.59 6.33 6.11 6.83 6.21 5.46 3.9 4.62 4.66 5.71 5.27 4 3.53 5.26 4.24 7.34 12.6 10.89 26.82 7.89 8.31 7.34 7.27 6.95 7.49 3.75 7.19 15.09 10.04 15.04 15.86 12.67 15.25
"OG1008" "OG1008" "ACSL4" 3.52 0.46 7.19 8.45 2.98 8.94 23.56 241.09 4.23 5.38 7.41 15.5 16.65 15.74 14.03 6.97 6.01 11.45 9.54 8.15 11.69 4.74 3.41 3.78 46.68 42.17 83.13 225.92 5.39 1.58 2.78 4.31 19.14 27.75 18.67 1.98 30.28 4.53 8.35 4.11 37.14 27.14 42.88
"OG10081" "OG10081" "BRINP3" 0 0 0 0 0 0 0 0 0 0.04 0.09 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0.03 0.05 0.05 4.53 0.03 0.08 0.05 0 0 0 0 0 0 0 0 0 0 0 0.02
"OG10082" "OG10082" "GFI1" 0.26 0.21 0.2 0.18 0.56 0.1 0.01 0.2 0.07 1.17 0.39 0.06 0.36 0.07 0.02 0.02 0 0 0 0 0 0.03 0 0 0.23 0.34 0.15 0.45 0.09 0.13 0.39 0.15 0.6 0.21 1.57 0.07 0.15 0.12 0.05 0.26 0.1 0.01 0.08
"OG10083" "OG10083" "KCNT2" 0.2 0.42 0.35 2.05 0.31 0.69 2.1 4.8 7.23 2.27 2.11 0.16 0.36 0.18 0.23 0.19 0.5 0.02 0.04 0 0 4.27 2.85 4.86 0.17 0.2 0.35 0.13 0.18 1.11 1.11 0.27 0.34 1.9 1.47 0.31 6.31 0.6 0.64 1.84 0.05 0.04 0.01
"OG10086" "OG10086" "EXTL2" 1.5 1.68 0.77 0.46 0.9 3.31 2.76 5.53 2.05 6.55 5.27 2.36 2.19 1.92 2.62 2.2 2.21 0.62 1.03 1.16 0.99 3.66 3.13 3.47 2.21 1.75 3.65 8.88 6.03 5.38 3.1 2.14 1.47 0.71 0.44 1.16 4.67 5.98 4.19 7.31 1.24 1.6 1.31
"OG10087" "OG10087" "SLC30A7" 1.5 1.04 2.67 3.11 2.61 2.97 1.14 2.45 2.65 6.39 6.23 2.17 3.4 2.24 3.23 2.13 2.37 1.13 1.43 1.1 1.23 3.67 2.85 3.12 6.1 3.34 7.32 6.83 8.28 0.96 0.93 0.87 3.84 1.73 1.82 1.79 2.04 3.06 4.11 4.47 3.72 3.87 4.81
"OG10088" "OG10088" "ZNF281" 3.09 2.48 7.16 8.34 14.29 4.44 2.07 NA 3.89 3.29 2.93 4.98 3.93 3.89 4.91 3.59 4.52 1.53 1.59 1.37 1.4 1.98 1.92 1.45 6.14 9.27 13.41 13.76 6.87 3.71 6.06 6.77 3.39 NA NA 2.1 6.22 10.15 10.48 8.68 5.24 5.26 6.13
"OG1009" "OG1009" "INPP5A" 10.95 4.78 8.25 14.17 9.02 10.54 4.29 4.24 4.74 6.16 6.11 7.7 7.24 8.78 6.73 5.1 4.95 3.72 3.45 3.27 3.65 14.08 13.02 14.81 1.68 3.17 0.14 4.35 NA 5.37 4.32 8.54 4.84 3.07 2.14 10.23 7.94 8.98 7.5 11.93 4.1 4.73 4.3
"OG10090" "OG10090" "CADM3" 0.08 0.26 0.06 0.28 0.09 20.86 1.15 0.08 0.16 0.08 0.04 2.12 2.63 3.02 1.25 1.74 1.42 3.33 2.13 3.97 3.42 3.43 6.57 3.52 82.35 79.44 31 3.58 0.04 2.37 0.09 0.1 0.03 0.11 0.16 0.03 0.06 0.02 0.06 0.07 0.64 1.41 1.03
"OG10092" "OG10092" "TRIM58" 0.1 0.12 0 0.04 0 0.29 0.09 0.04 0 5.31 5.53 0.14 0 0.04 0 0 0 0 0 0 0 0 0.04 0 0.19 0.1 0.02 0 1.33 0.11 0.11 0 0 0.06 0.95 0.06 0.4 0 0.03 0.25 0 0.01 0.07
"OG10093" "OG10093" "SLAMF9" 0.42 0.09 0.1 0 0.03 1.31 0.61 0.53 1.23 NA NA 0.31 0.24 0.56 0.06 0.32 0.1 0.15 0.08 0.08 0.08 72.08 45.32 50.86 0.31 0.75 0.34 1.39 0.02 0 0 0 0.05 1.78 0.38 4.94 6.04 2.23 1.48 7.25 0.43 0.18 0.11
"OG10094" "OG10094" "KCNJ9" 0 0 0 0 0 0 0.04 0 0.11 0.29 0.26 0 0.16 0.13 0.04 0.03 0.01 0.06 0.03 0.03 0.1 0.01 0 0.02 0 0 0 0 NA 0.09 0.06 0 0.12 0 0.02 NA NA NA NA NA 0.04 0.08 0.06
