"X.OG" "GENE_NAME" "human" "human.1" "cow" "cow.1" "cow.2" "marmoset" "marmoset.1" "dog" "armadillo" "gorilla" "gorilla.1" "musMusculus" "musMusculus.1" "musMusculus.2" "musMusculus.3" "musMusculus.4" "musMusculus.5" "musSpretus" "musSpretus.1" "musSpretus.2" "musCaroli" "musCaroli.1" "musCaroli.2" "musCaroli.3" "opossum" "opossum.1" "opossum.2" "ferret" "rabbit" "chimp" "chimp.1" "bonobo" "bonobo.1" "orangutan" "orangutan.1" "rhesus" "rhesus.1" "rhesus.2" "rhesus.3" "rhesus.4" "rat" "rat.1" "rat.2"
"OG10012" "OG10012" "BSND" 3472 3472 966.63 965.7 957.94 1568 1568 2961.09 4291.49 1409.5 1409.5 2756 2756 2756 2709.79 2717.22 2723.95 2743.15 2748.63 2742.3 2747.41 2740.85 2752.79 2749.13 902 902 758.31 5075.84 835.13 879 879 879 879 4377 4377 1425 1425 1383.21 1388.27 1386.34 2694 2703.77 2710.35
"OG10013" "OG10013" "USP24" 7887.56 6301.45 7975.63 7974.7 7966.94 9769 9769 7304.09 10706.49 10518.81 10521.27 10561.27 10082.86 10204.06 10389.38 10408.02 10386.85 10562.15 10542.81 10565.98 10566.41 10559.85 10507.54 10118.42 11535 11535 11391.31 7836.84 7729.13 10247 10247 10247 10247 8535 8535 3885.48 5193.05 5663.57 8639.27 7781.45 10528 10537.77 10544.35
"OG10014" "OG10014" "PLPP3" 3287.45 3270.56 1528.63 1527.7 1519.94 3084 3084 3409.09 2275.49 3212 3212 3159 3159 3159 3112.79 3120.22 3126.95 3146.15 3151.63 3145.3 3150.41 3143.85 3155.79 3152.13 1742 1742 1598.31 578.91 2640.13 1053 1053 1053 1053 939 939 1013 1013 971.21 976.27 974.34 3025 3034.77 3041.35
"OG10015" "OG10015" "NOL9" 6649 6105.05 2078.63 2077.7 2069.94 1998 1998 5333.09 5230.49 1887 1887 3588.46 3507.52 3507.95 3619.3 3615.31 3632.06 2916.4 3157.6 2803.11 2615.42 3619.6 3059.98 3562.76 5795 5795 5651.31 2185.84 4882.13 2834 2834 2834 2834 6655 6655 1959 1959 1917.21 1922.27 1920.34 2091 2100.77 2107.35
"OG10016" "OG10016" "PRKAA2" 9347 9347 1570.63 1569.7 1561.94 2347 2347 1654.09 1487.49 2355 2355 7969 7969 7969 7922.79 7930.22 7936.95 7956.15 7961.63 7955.3 7960.41 7953.85 7965.79 7962.13 2091 2091 1947.31 1789.84 1735.13 2355 2355 2355 2355 5957 5957 1704 1704 973.85 1667.27 1665.34 2598 2607.77 2614.35
"OG10017" "OG10017" "KLHL21" 3593.21 4801.83 3077.63 3076.7 3068.94 1882 1882 1544.09 1586.49 4498 4498 3986 3986 3986 3939.79 3947.22 3953.95 3973.15 3978.63 3972.3 3977.41 3970.85 3982.79 3979.13 3626 3626 3482.31 1041.84 1933.13 1472 1472 1472 1472 1887 1887 402 663.46 1557.21 1562.27 1560.34 3776 3785.77 3792.35
"OG10020" "OG10020" "SLC45A1" 2401 2401 2466.63 2465.7 2457.94 2396 2396 2015.09 2150.49 2346 2346 3387 2238 3387 2908.79 2916.22 3354.95 2225.17 2230.65 2224.33 3378.41 3371.85 2234.8 2231.15 3623 3623 3479.31 2653.84 2242.13 2503 2503 2503 2503 2921 2921 2534 2534 2492.21 2497.27 2495.34 2434 2443.77 2450.35
"OG10022" "OG10022" "AK4" 3128.14 6476.23 2055.63 2054.7 2046.94 2230 2230 NA 1002.49 1587 1587 3345.73 3362.77 3779.58 4114.75 4134.41 4101.93 4117.13 3725.28 4215.89 4222.06 4142.25 3646.05 4157.25 3664 3664 3520.31 1681.84 1372.13 2098 2098 2098 2098 4223 4223 687 687 645.23 650.29 648.37 971 980.77 987.35
"OG10023" "OG10023" "JAK1" 3577.39 4830.5 4747.63 4746.7 4738.94 5083 5083 3200.95 3317.49 4884 4884 4602.74 4610.82 4690.07 4680.5 4600.77 4755.94 4893.15 4898.63 4883.46 4796.63 4674.89 4579.1 4239.41 1317 1317 1173.31 3925.84 3664.13 4020 4020 4020 4020 7978 7978 5106 5106 5064.21 5069.27 5067.34 4237 4246.77 4253.35
"OG10024" "OG10024" "RAVER2" 4362 4362 2168.63 2167.7 2159.94 4115 4115 1758.09 1904.49 1740 1740 2277.32 4045 2804.45 3998.79 3906.63 3917.01 4032.15 4037.63 4031.3 4036.41 4029.85 4041.79 4038.13 2540 2540 2396.31 1854.84 1936.13 2112 2112 2112 2112 1627 1627 4708 4708 4333.11 4671.27 4669.34 2398 2407.77 2414.35
"OG10025" "OG10025" "CTRC" 3147 2143.1 853.63 852.7 844.94 945 945 831.94 818.49 851.5 851.5 718.4 718.4 718.4 672.21 679.63 686.35 705.57 764.54 704.73 709.84 703.26 933.24 777.13 776 776 632.31 2966.84 1113.13 898 898 898 898 876 876 765 765 723.22 728.27 726.35 1033.3 899.9 842.35
"OG10026" "OG10026" "LZIC" 1587.63 1378.88 NA NA NA 1384 1384 3440.09 476.77 1527 1527 1731.28 1350.19 1429.95 1600.71 1631.6 1591.94 1630.37 1307.62 928.72 1397.47 1684.95 1010.3 1618.69 3873 3873 3729.31 5636.84 1335.13 1527 1527 1527 1527 2786 2786 1937.4 2235.26 2872.21 2877.27 2875.34 2769 2778.77 2785.35
"OG10027" "OG10027" "RBP7" 784.06 726.81 368.67 367.74 359.98 648 648 1133.09 529.16 573 573 619 514 514 572.8 468.23 586.95 606.16 506.65 605.32 505.44 498.87 510.81 507.16 1062 1062 918.31 275.75 NA 733 729.39 733 733 802 802 438 438 396.38 401.41 399.51 585.01 594.78 601.35
"OG10029" "OG10029" "FBLIM1" 2480.54 2815.16 2490.63 2489.7 2481.94 789 789 2684.09 446.9 1430 1430 3070.07 2239.99 1965.6 2655 2986.03 2681.04 880.6 3028.63 2048 993.68 1587.16 2122.19 3029.13 1873 1873 1729.31 751.84 1054.13 1421 1421 1421 1421 1502 1502 2502.78 2942.13 2964.51 3102.59 3116.21 2912 2921.77 2928.35
"OG1003" "OG1003" "PLEKHH3" 2798.05 2138.22 2585.63 2584.7 2576.94 2967.73 2935.59 1274.09 2592.49 3058 3054.46 2882.3 2817.65 2655.48 2539.17 2752.21 2608.4 3043.15 2623.44 2793.37 2322.6 2781.17 2867.36 2965.6 7030 7030 6886.31 2252.84 2011.13 2517.58 2538.21 2534.07 2490.37 2972 2972 3040.06 3078 2913.35 3041.27 3039.34 2932 2941.77 2948.35
"OG10030" "OG10030" "TMEM82" 1502.63 1504.51 942.64 951.9 931.14 1401 1401 785.09 783.49 1517 1517 2032.68 2086.48 2111.71 1850.35 2045.79 1795.74 1827.84 1782.86 1811.56 1857.7 1829.81 1787.39 1778.28 4452 4452 4308.31 1428.84 907.13 906 906 906 906 1247.05 1218.97 NA NA NA NA NA 1345 1354.77 1361.35
"OG10031" "OG10031" "SLC25A34" 2455.37 2986 2622.63 2621.7 2613.94 951 951 707.09 614.52 1863 1863 2670 2670 2670 2623.79 2631.22 2637.95 2657.15 2662.63 2656.3 2661.41 2654.85 2666.79 2663.13 5189 5189 5045.31 782.84 NA 3087 3087 3087 3087 NA NA 4701 4701 4659.21 4664.27 4662.34 1256 1265.77 1272.35
"OG10033" "OG10033" "PDPN" 1248.99 2801 2488.63 2487.7 2479.94 1644 1644 2452.09 2531.52 714 714 1474.5 1817 1671.81 1770.79 1369.08 1784.95 1276.65 1809.63 1485.87 1495.91 1490.21 1813.79 940.14 615 615 471.39 2571.84 2325.13 2817 2817 2817 2817 2741 2741 2867 1708.79 2825.21 2830.27 2828.34 1798 1807.77 1814.35
"OG10034" "OG10034" "LRRC38" 2209 2209 863.63 862.7 854.94 2139 2139 1794.59 NA 1797 1797 2324 2324 2324 2277.79 2285.22 2291.95 2311.15 2316.63 2310.3 2315.41 2308.85 2320.79 2317.13 891 891 747.31 768.84 1503.13 1906 1906 1906 1906 597 597 NA NA NA NA NA 2296 2305.77 2312.35
"OG10035" "OG10035" "DHRS3" 1695.36 1708.67 724.63 723.7 715.94 1776 1776 1169.09 2713.49 1774 1774 1349.08 1341.61 1362.91 1376.68 1399.11 1390.87 1314.14 1297.66 1387.68 1332.25 1307.99 1477.57 1259.63 917.42 916.31 772.08 3303.84 943.13 1795 1795 1795 1795 2162 2162 2942.17 2599.47 5601.24 5709.67 5639.82 2025 2034.77 2041.35
"OG10036" "OG10036" "MATN1" 3832 3832 1505.63 1504.7 1496.94 1458 1458 1148.12 1328.49 3829 3829 2001 2001 2001 1954.79 1962.22 1968.95 1988.15 1993.63 1987.3 1992.41 1985.85 1997.79 1994.13 1689.5 1689.5 1545.81 2154.84 2282.13 1410 1410 1410 1410 1383 1383 NA NA NA NA NA 1835 1844.77 1851.35
"OG10037" "OG10037" "LAPTM5" 2223 2211.17 2131.63 2130.7 2119.92 2259 2259 2265.09 2115.49 880 880 1744.92 2254.53 1915.3 2262.38 2472.49 2499.08 1648.86 2509.72 2586.3 2591.41 1676.58 1670.93 1975.59 4178 4178 4034.31 2063.84 1893.13 964 964 964 964 2372 2372 2454 2454 2412.21 2417.27 2415.34 2018 2027.77 2034.35
"OG10038" "OG10038" "SDC3" 5549.57 6155.79 1487.63 1486.7 1478.94 1396.9 1401 4999.09 4679.49 4931 4931 4834.01 4823.71 4595.1 4837.89 4827.04 4863.02 4960.15 4965.63 3611.25 3292.83 4957.85 3428.3 4966.13 4709 4709 4565.31 4879.84 1105.13 3242 3242 3242 3242 5031 5031 4182.06 4269.83 4421 4519.82 4250.64 4787 4796.77 4803.35
"OG10039" "OG10039" "PEF1" 1567.03 1611.51 1643.63 1642.7 1634.94 1630.47 1624.56 1012.09 1589.49 1624 1624 1551 1551 1556.74 1506.11 1513.56 1521.06 1538.15 1543.63 1537.3 1546.56 1551.78 1596.89 1575.66 852 852 708.31 737.84 1425.13 1980 1980 1980 1980 2047 2047 1655.17 1756.88 1928.21 1933.27 1928.03 1626 1635.77 1642.35
"OG10040" "OG10040" "SYNC" 1849.36 3413 2780.63 2779.7 2771.94 1620.39 1726.43 6206.09 3557.03 1517 1517 2330 2186 2330 2283.79 2283.74 2297.95 2317.15 2322.63 2316.3 2321.41 2314.85 2326.79 2035.13 1350 1350 1206.31 3836.84 1762.13 3493 3493 3493 3493 624 1499 1393 1393 1351.21 1356.27 1354.34 2102 2111.77 2118.35
"OG10041" "OG10041" "KIAA1522" 5211.87 5311.91 3032.63 3031.7 3023.94 5300.28 5374.64 NA 3265.5 3303 3303 5047.68 5150.57 5120.2 5140.79 5148.22 5154.95 5136.85 5116.22 5102.56 5091.54 5067.94 5183.79 5180.13 3046.01 3064.41 2930.62 2990.84 2218.13 5327 5327 5327 5327 5200 5200 3115.5 3193.52 3159.21 3164.27 3162.34 5116 5125.77 5132.35
"OG10042" "OG10042" "TSSK3" 1044.84 1092.53 823.63 822.7 814.94 1361 1361 557.13 641.51 1363 1363 1280 1280 1280 1233.79 1241.22 1247.95 1267.15 1272.63 1266.3 1271.41 1264.85 1276.79 1273.13 1045 1045 901.31 892.84 679.14 1363 1363 1363 1363 807 807 NA NA NA NA NA 1058 1067.77 1074.35
"OG10043" "OG10043" "TMCO4" 2607.56 2181.71 2015.63 2014.7 2006.94 2150.89 2088.75 2486.09 5728.49 2901 2901 2920.7 2699.22 2608.77 2733.88 2599.05 2652.3 2756.91 2989.33 2966.94 2948.2 2847.66 2489.51 2559.02 4158 4158 4014.31 3516.84 1882.13 2958 2958 2958 2958 3607 3607 3771.9 5089.07 6296.21 5983.28 6299.34 2801.34 2753.91 2779.53
"OG10046" "OG10046" "ALPL" 2126.1 2268.32 2447.63 2446.7 2438.94 2551 2451.66 4950.09 2511.49 2530 2530 2033.63 2185.87 2240.68 2271.83 2063.97 2391.71 1972.73 1777.76 1853.47 1830.46 2506.85 2518.79 2515.13 2410 2410 2266.31 3424.84 3038.13 1308 1308 1308 1308 3396 3396 1680.46 1881.38 2363.85 2434.22 2466.34 2382 2391.77 2398.35
"OG10047" "OG10047" "WNT4" 1740.41 1850.69 944.63 943.7 935.94 1543.83 1543.83 833.09 3516.49 3713 3713 4194 4194 4194 4147.79 4155.22 4161.95 4181.15 4186.63 4180.3 4185.41 4178.85 4190.79 4187.13 4250 4250 4106.31 947.84 931.13 1044 1044 1044 1044 2115 2115 NA NA NA NA NA 2749.83 3397.66 4367.78
"OG10048" "OG10048" "TTLL10" 557 808.88 1997.63 1996.7 1988.94 1758 1758 1922.09 1943.49 2245 2245 1558 921.29 1110.17 1317.43 1581.65 2379.8 2164.15 1449.46 2304.62 2295.41 2305.94 2300.79 624.14 2061 2061 1917.31 2363.84 NA 1461 1461 1461 1461 2020 2020 1854 1854 1812.21 1817.27 1881.34 2144.4 2111.06 1893.35
"OG10050" "OG10050" "MXRA8" 1225.04 1470.46 2217.63 2216.7 2208.94 NA NA 1091.09 NA 684 684 1896.78 1962.17 1322.98 1879.89 1738.67 1721.26 1480.53 1746.04 1593.26 2194.41 1617.63 1983.48 2116.29 6192 6192 6048.31 NA NA NA NA NA NA 1342 1342 1790 1972.9 1976.94 2012.59 2055.96 2205.91 2214 2220.24
"OG10051" "OG10051" "MEGF6" 2891.61 3111.25 4679.63 4678.7 4670.94 4246.45 4365.2 6039.09 NA 4910.53 4909 2059.37 3971.9 4786.53 5932.54 4740.5 4540.64 6838.15 5043.84 2847.65 4698.75 4728.09 2600.74 3371.98 6107 6107 5963.31 4565.84 2200.13 NA NA NA NA 7455 7455 3690 3690 3648.21 3653.27 3651.34 5118 5127.77 5044.24
"OG10052" "OG10052" "CCDC27" 2214 2214 1394.3 1393.36 1047.94 1374 1920 2400.09 NA 1845 1845 2089 2089 2089 2042.79 2050.22 2056.95 2076.15 2081.63 2075.3 2080.41 2073.85 2085.79 2082.13 1776 1776 1632.31 2152.84 NA 1941 1941 1941 1941 1965 1965 1418 1418 1376.21 1381.27 1379.34 1905 1914.77 1921.35
"OG10053" "OG10053" "IL23R" 1962 2558.36 1856.63 1855.7 1847.94 2796 2796 1039.92 1891.49 2060 2060 2488 2488 2488 2441.79 2449.22 2455.95 2475.15 2480.63 2474.3 2479.41 2472.85 2484.79 2481.13 6090 6090 5946.31 2673.84 1807.13 2812 2812 2812 2812 1890 1890 3891 3891 3849.21 3854.27 3852.34 1821 1830.77 1837.35
"OG10055" "OG10055" "C1orf87" 1420 1420 2424.63 2423.7 2415.94 2000 1153.03 1599.09 4800.49 2009 2009 1904 1904 1904 1857.79 1865.22 1871.95 1891.15 1896.63 1890.3 1895.41 1888.85 1900.79 1897.13 4921 4921 4777.31 NA 1943.13 2027 2027 2027 2027 1734 1734 1138.5 1138.5 753.21 758.27 1099.84 1713.5 1723.27 1729.85
"OG10056" "OG10056" "NFIA" 4650.12 9171.8 2291.63 2290.7 2282.94 2314.51 2550.49 1334.09 848.86 9210 9210 5571.59 3866.18 5061.67 7704.7 5507.39 9101.89 4706.71 4955.83 4964.93 4556.61 8642.48 3936.28 5208.28 1599 1599 1455.31 1532.84 1537.13 9140 9140 9140 9140 2568 2568 1605.57 1871.69 2494.58 2552.99 2549.13 2925.9 2673.34 2964.07
"OG10057" "OG10057" "OMA1" 1152.9 966.77 2245.63 2244.7 2236.94 1914 1914 1715.09 1106.49 1914 1914 1915 1791.09 1468.19 1868.79 1863.38 1873.36 1902.15 1907.63 1901.3 1906.41 1899.85 1911.79 1908.13 1798 1798 1654.31 3878.84 2290.13 NA NA NA NA 1910 1910 1385 1385 1343.21 1348.27 1346.34 1785 1794.77 1801.35
"OG10059" "OG10059" "TM2D1" 958.94 857.39 950.63 949.7 941.94 NA NA 411.03 393.26 810 810 1019.11 1027 1017.85 974.13 983.19 978.2 1014.15 1019.63 1013.3 1018.41 1011.85 928.62 1020.13 556 556 412.48 559.93 990.13 1133 1133 1133 1133 3449 3449 623.82 663.36 654.82 657.35 647.62 1368 1377.77 1384.35
"OG1006" "OG1006" "TFE3" 3163.57 3185.19 2641.71 3093.7 2725.31 1689 1689 3232.09 3324.49 2464 2464 2992.1 3100.08 3179.85 3068.32 3102.51 3119.83 3061.33 3286.71 3107.62 2940.32 3040.22 2950.17 3111.83 2219 2219 2075.31 4695.84 1912.13 1110 1110 1110 1110 2325 2325 3817.66 4968.87 6473.21 6478.27 6476.34 1668 1677.77 1684.35
"OG10060" "OG10060" "USP1" 3555.61 3676.03 2660.63 2659.7 2651.94 3599.71 3535.91 2664.66 3139.49 3936 3936 3288.8 3554.1 3096.69 3252.62 3283.91 3341.91 3010.58 3026.17 2565.82 3518.41 3511.85 2840.38 2884.07 5182 5182 5038.31 2782.84 2299.13 3939 3939 3939 3939 4078 4078 2424 2424 2382.21 2387.27 2385.34 3484 3395.47 3500.35
"OG10061" "OG10061" "FUBP1" 1973.14 1136.44 2155.63 2154.7 2146.94 2379.14 2410.32 2707.59 2008.09 2848.31 2831.98 5342.97 5291.71 5407.57 6008.4 5487.81 6040.23 5235.69 5167.65 5010.26 4930.12 6054.77 5057.21 5301 1860 1860 1716.31 1928.84 2206.13 2946 2946 2946 2946 2044 2044 2558.06 2482.31 3069.73 3287.18 2923.19 3269 3278.77 3285.35
"OG10062" "OG10062" "NEXN" 1894.62 2497.7 2144.63 2143.7 2135.94 2073.07 1955.81 1589.09 1907.49 2022 2022 2562 2562 2562 2515.79 2523.22 2529.95 2549.15 2554.63 2548.3 2553.41 2546.85 2558.79 2555.13 2057 2057 1913.31 1758.84 2765.13 3386 3386 3386 3386 2625 2625 2083 3099.75 2936.92 3136.27 2469.92 2263 2201.22 2279.35
"OG10063" "OG10063" "DNAJB4" 955.92 1484.23 1246.63 1245.7 1237.94 2235 2235 4241.09 4975.49 2721 2721 2290.44 2415.44 2292.64 2324.69 2325.58 2348.76 2192.72 2168.95 2074.88 2354.3 2406.85 2432.46 2361.86 1023 1023 879.31 5493.84 886.13 2237 2237 2237 2237 2267 2267 6291 6188.86 6153.82 6125.23 6013.12 2098.32 1978.24 2003.49
"OG10066" "OG10066" "LRRC53" 2694.5 2694.5 NA NA NA 3732 3732 NA 3266.49 3744 3744 NA NA NA NA NA NA NA NA NA NA NA NA NA 1524 1524 1380.31 3313.84 2319.13 1527 1527 1527 1527 1530 1530 3699 3699 3657.21 3662.27 3660.34 NA NA NA
"OG10067" "OG10067" "TYW3" 2780.05 2450.17 1037.63 1036.7 1028.94 880 880 3398.09 1616.49 2782 2782 2189.46 1965.17 1496.93 2213.09 1860.19 2652.61 894.31 609.67 1174.86 1086.37 2505.62 1879.75 4101.63 1311 1311 1167.31 4279.84 1508.13 2379 2379 2379 2379 3385 3385 955.72 968.12 935.91 941.01 936.59 1299 1308.77 1315.35
"OG10068" "OG10068" "LHX8" 1673.75 1673.75 1637.63 1636.7 1628.94 2349 2349 1182.09 974.49 2070.5 2070.5 481.23 1086.33 1086.33 1040.13 1047.56 1054.29 1073.49 1078.97 1072.65 754.41 1071.19 1083.13 1079.47 1101 1101 957.31 2454.84 1645.13 2371 2371 2371 2371 1707 1707 1789.5 1789.5 1747.71 1752.77 1750.84 1702 1711.77 1718.35
"OG1007" "OG1007" "TBC1D25" 2279 2788.24 2177.63 2176.7 2168.94 2080.33 2105.21 3223.04 2411.49 NA NA 2377.59 2365.67 2447.59 2410.26 2416.68 2411.01 2420.07 2284.75 2336.48 2473.41 2464.09 2576.93 2373.21 2043 2043 1899.31 2018.84 2038.13 NA NA NA NA 4254 4254 2432 2432 2390.21 2395.27 2393.34 2442 2451.77 2458.35
"OG10071" "OG10071" "NTNG1" 4034 2642.93 2957.63 2956.7 2948.94 2661 2661 1151.76 2088.49 2336 2337.5 1971.1 1971.1 1971.1 3158.73 1932.32 1939.05 1958.25 1963.73 1957.4 1962.51 1955.95 3286.79 1964.23 5698 5698 5554.31 2238.84 1264.13 2948 2948 2948 2948 3941 3941 4847.29 4847.29 4805.5 4108.27 4808.63 3984 3993.77 4000.35
"OG10076" "OG10076" "WDR63" 2888 2210 2872.13 2743.7 2735.94 1521.71 1327.04 3541.09 2592.49 2762 2762 2397.31 1727.97 1514.83 3129.79 3137.22 3143.95 1502.16 1507.64 1501.31 1506.42 3160.85 3172.79 3169.13 7084 7084 6940.31 5412.84 3255.13 3006 3006 3006 3006 2991 2991 3151 2964.85 2517.21 3114.27 2800.2 3125 3134.77 3141.35
"OG10079" "OG10079" "ZNF326" 3052.56 3508.71 1879.63 1878.7 1870.94 1733.61 1989.6 1461.74 5706.49 2290.95 2232.25 1924.57 2096.41 2102.61 2220.65 2139.89 2200.82 2064.12 1964.01 1607.41 1838.63 2083.3 1932.72 1920.55 3733 3733 3589.31 2597.84 2115.07 2725 2725 2725 2725 1624 1650.39 1473 1473 1431.21 1436.27 1434.34 602.91 619.61 637.14
"OG1008" "OG1008" "ACSL4" 2212.1 4300.24 2146.63 2145.7 2137.94 4848 4853.95 5234.09 4737.49 4856 4856 4968.7 4965.96 4857 4807.5 4875.45 4940.26 4951.19 4969.44 4970.75 4968.93 4948.71 4954.92 4952.13 5761 5761 5617.31 4950.84 2041.13 4827 4827 4827 4827 4934 4934 5240 5240 5198.21 5203.27 5201.34 4897 4906.77 4913.35
"OG10081" "OG10081" "BRINP3" 1549.75 1549.75 2264.63 2263.7 2255.94 2152 2152 2688.09 1813.49 1956 2076 2461.2 2461.2 2461.2 2713.79 2422.42 2429.15 2448.36 2453.84 2447.51 2452.62 2446.05 2457.99 2454.33 3721 3721 3577.31 4228.84 5274.13 2884 2884 2884 2884 2076 2076 2148 2148 2106.21 2111.27 2109.34 2985 2994.77 3001.35
"OG10082" "OG10082" "GFI1" 1706.15 2693 2489.63 2488.7 2480.94 2670 2670 2355.09 1658.49 2855 2855 2198.25 689 1482 1435.79 2600.22 2031.55 2050.75 2056.23 2049.91 2055.01 1466.85 2060.39 2056.73 4047 4047 3903.31 1084.84 1731.13 642 642 642 642 1570 1570 6028 6028 5986.21 5991.27 5989.34 2354 2363.77 2370.35
"OG10083" "OG10083" "KCNT2" 4055.68 5105.32 3362.63 3361.7 3353.94 2445.18 2640.65 4658.09 4419.49 5934 5934 3889.27 4512 4290.95 5120.89 4167.73 4499.03 3224.15 1273.63 3470.14 3475.24 5424.16 3997.98 5091.37 5269 5269 5125.31 8004.84 5945.13 5949 5949 5949 5949 3299 3299 3669.24 4302.13 4092.91 4554.03 5459.84 5243 3902.61 5259.35
