"X.OG" "GENE_NAME" "human" "human.1" "cow" "cow.1" "cow.2" "marmoset" "marmoset.1" "dog" "armadillo" "gorilla" "gorilla.1" "musMusculus" "musMusculus.1" "musMusculus.2" "musMusculus.3" "musMusculus.4" "musMusculus.5" "musSpretus" "musSpretus.1" "musSpretus.2" "musCaroli" "musCaroli.1" "musCaroli.2" "musCaroli.3" "opossum" "opossum.1" "opossum.2" "ferret" "rabbit" "chimp" "chimp.1" "bonobo" "bonobo.1" "orangutan" "orangutan.1" "rhesus" "rhesus.1" "rhesus.2" "rhesus.3" "rhesus.4" "rat" "rat.1" "rat.2"
"OG10010" "OG10010" "PARS2" 2347 2347 1428 1428 1428 2115 2115 NA NA 2345 2345 1646.06 1549.98 2325.18 2226.16 1989.82 2240.6 1765.14 1860.61 1436.49 1770.09 2006.62 1599.99 1990.44 1434 1434 1434 1428 1891 2384 2384 2384 2384 801 801 2772 2772 2772 2772 2772 3288 3288 3288
"OG10011" "OG10011" "LEXM" 1651 1651 1245 1245 1245 1254 1254 4054 1209 1458.25 1257 1167 1552 1167 1569 1552 1167 1167 1167 1167 1167 1552 1167 737.76 5099 5099 5099 4600 1390 1735.5 1734.38 1692 1692 1728 1728 1245 1245 1194 1245 1296 1950 1950 1950
"OG10012" "OG10012" "BSND" 3472 3472 1003 1003 1003 1568 1568 3211 4451 1409.5 1409.5 2756 2756 2756 2756 2756 2756 2756 2756 2756 2756 2756 2756 2756 902 902 902 5208 963 879 879 879 879 4377 4377 1425 1425 1425 1425 1425 2748 2748 2748
"OG10013" "OG10013" "USP24" 7887.56 6301.45 8012 8012 8012 9769 9769 7554 10866 10518.81 10521.27 10561.27 10082.86 10204.06 10435.59 10446.8 10418.9 10575 10550.18 10579.68 10575 10575 10510.75 10125.3 11535 11535 11535 7969 7857 10247 10247 10247 10247 8535 8535 3885.48 5193.05 5705.29 8675.98 7820.06 10582 10582 10582
"OG10014" "OG10014" "PLPP3" 3287.45 3270.56 1565 1565 1565 3084 3084 3659 2435 3212 3212 3159 3159 3159 3159 3159 3159 3159 3159 3159 3159 3159 3159 3159 1742 1742 1742 711 2768 1053 1053 1053 1053 939 939 1013 1013 1013 1013 1013 3079 3079 3079
"OG10015" "OG10015" "NOL9" 6649 6105.05 2115 2115 2115 1998 1998 5583 5390 1887 1887 3588.46 3507.52 3507.95 3665.5 3654.09 3664.11 2929.24 3164.97 2816.81 2624.01 3634.75 3063.19 3569.63 5795 5795 5795 2318 5010 2834 2834 2834 2834 6655 6655 1959 1959 1959 1959 1959 2145 2145 2145
"OG10016" "OG10016" "PRKAA2" 9347 9347 1607 1607 1607 2347 2347 1904 1647 2355 2355 7969 7969 7969 7969 7969 7969 7969 7969 7969 7969 7969 7969 7969 2091 2091 2091 1922 1863 2355 2355 2355 2355 5957 5957 1704 1704 1015.5 1704 1704 2652 2652 2652
"OG10017" "OG10017" "KLHL21" 3593.21 4801.83 3114 3114 3114 1882 1882 1794 1746 4498 4498 3986 3986 3986 3986 3986 3986 3986 3986 3986 3986 3986 3986 3986 3626 3626 3626 1174 2061 1472 1472 1472 1472 1887 1887 402 663.46 1599 1599 1599 3830 3830 3830
"OG10020" "OG10020" "SLC45A1" 2401 2401 2503 2503 2503 2396 2396 2265 2310 2346 2346 3387 2238 3387 2955 2955 3387 2238 2238 2238 3387 3387 2238 2238 3623 3623 3623 2786 2370 2503 2503 2503 2503 2921 2921 2534 2534 2534 2534 2534 2488 2488 2488
"OG10022" "OG10022" "AK4" 3128.14 6476.23 2092 2092 2092 2230 2230 NA 1162 1587 1587 3345.73 3362.77 3779.58 4160.96 4173.18 4133.98 4129.97 3732.64 4229.59 4230.65 4157.4 3649.26 4164.12 3664 3664 3664 1814 1500 2098 2098 2098 2098 4223 4223 687 687 687 687 687 1025 1025 1025
"OG10023" "OG10023" "JAK1" 3577.39 4830.5 4784 4784 4784 5083 5083 3450.86 3477 4884 4884 4602.74 4610.82 4690.07 4726.7 4639.55 4787.99 4906 4906 4897.16 4805.22 4690.04 4582.31 4246.27 1317 1317 1317 4058 3792 4020 4020 4020 4020 7978 7978 5106 5106 5106 5106 5106 4291 4291 4291
"OG10024" "OG10024" "RAVER2" 4362 4362 2205 2205 2205 4115 4115 2008 2064 1740 1740 2277.32 4045 2804.45 4045 3945.41 3949.06 4045 4045 4045 4045 4045 4045 4045 2540 2540 2540 1987 2064 2112 2112 2112 2112 1627 1627 4708 4708 4374.9 4708 4708 2452 2452 2452
"OG10025" "OG10025" "CTRC" 3147 2143.1 890 890 890 945 945 1081.84 978 851.5 851.5 718.4 718.4 718.4 718.4 718.4 718.4 718.4 771.9 718.4 718.4 718.4 936.45 784 776 776 776 3099 1241 898 898 898 898 876 876 765 765 765 765 765 1087.3 944.12 880
"OG10026" "OG10026" "LZIC" 1587.63 1378.88 NA NA NA 1384 1384 3690 636 1527 1527 1731.28 1350.19 1429.95 1646.92 1670.37 1623.99 1643.21 1314.99 942.39 1406.05 1700.1 1013.5 1625.56 3873 3873 3873 5769 1463 1527 1527 1527 1527 2786 2786 1937.4 2235.26 2914 2914 2914 2823 2823 2823
"OG10027" "OG10027" "RBP7" 784.06 726.81 405 405 405 648 648 1383 688.5 573 573 619 514 514 619 507 619 619 514 619 514 514 514 514 1062 1062 1062 405 NA 733 729.39 733 733 802 802 438 438 438 438 438 639 639 639
"OG10029" "OG10029" "FBLIM1" 2480.54 2815.16 2527 2527 2527 789 789 2934 606 1430 1430 3070.07 2239.99 1965.6 2701.2 3024.8 2713.09 893.42 3036 2061.69 1002.2 1602.29 2125.4 3036 1873 1873 1873 884 1182 1421 1421 1421 1421 1502 1502 2502.78 2942.13 3006.3 3139.32 3154.87 2966 2966 2966
"OG1003" "OG1003" "PLEKHH3" 2798.05 2138.22 2622 2622 2622 2967.73 2935.59 1524 2752 3058 3054.46 2882.3 2817.65 2655.48 2585.38 2790.99 2640.45 3056 2630.81 2807.07 2331.19 2796.32 2870.57 2972.48 7030 7030 7030 2385 2139 2517.58 2538.21 2534.07 2490.37 2972 2972 3040.06 3078 2955.14 3078 3078 2986 2986 2986
"OG10030" "OG10030" "TMEM82" 1502.63 1504.51 979.01 989.2 976.2 1401 1401 1035 943 1517 1517 2032.68 2086.48 2111.71 1896.55 2084.56 1827.79 1840.69 1790.23 1825.25 1866.29 1844.96 1790.6 1785.16 4452 4452 4452 1561 1035 906 906 906 906 1247.05 1218.97 NA NA NA NA NA 1399 1399 1399
"OG10031" "OG10031" "SLC25A34" 2455.37 2986 2659 2659 2659 951 951 957 774 1863 1863 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 2670 5189 5189 5189 915 NA 3087 3087 3087 3087 NA NA 4701 4701 4701 4701 4701 1310 1310 1310
"OG10033" "OG10033" "PDPN" 1248.99 2801 2525 2525 2525 1644 1644 2702 2691.03 714 714 1474.5 1817 1671.81 1817 1407.86 1817 1289.5 1817 1499.57 1504.5 1505.36 1817 947.01 615 615 615 2704 2453 2817 2817 2817 2817 2741 2741 2867 1708.79 2867 2867 2867 1852 1852 1852
"OG10034" "OG10034" "LRRC38" 2209 2209 900 900 900 2139 2139 2044.5 NA 1797 1797 2324 2324 2324 2324 2324 2324 2324 2324 2324 2324 2324 2324 2324 891 891 891 901 1631 1906 1906 1906 1906 597 597 NA NA NA NA NA 2350 2350 2350
"OG10035" "OG10035" "DHRS3" 1695.36 1708.67 761 761 761 1776 1776 1419 2873 1774 1774 1349.08 1341.61 1362.91 1422.89 1437.89 1422.92 1326.98 1305.02 1401.37 1340.83 1323.14 1480.78 1266.5 917.42 916.31 915.77 3436 1071 1795 1795 1795 1795 2162 2162 2942.17 2599.47 5643.02 5746.4 5678.47 2079 2079 2079
"OG10036" "OG10036" "MATN1" 3832 3832 1542 1542 1542 1458 1458 1398 1488 3829 3829 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 2001 1689.5 1689.5 1689.5 2287 2410 1410 1410 1410 1410 1383 1383 NA NA NA NA NA 1889 1889 1889
"OG10037" "OG10037" "LAPTM5" 2223 2211.17 2168 2168 2164.99 2259 2259 2515 2275 880 880 1744.92 2254.53 1915.3 2308.58 2511.26 2531.13 1661.7 2517.09 2600 2600 1691.73 1674.13 1982.45 4178 4178 4178 2196 2021 964 964 964 964 2372 2372 2454 2454 2454 2454 2454 2072 2072 2072
"OG10038" "OG10038" "SDC3" 5549.57 6155.79 1524 1524 1524 1396.9 1401 5249 4839 4931 4931 4834.01 4823.71 4595.1 4884.09 4865.81 4895.07 4973 4973 3624.95 3301.42 4973 3431.51 4973 4709 4709 4709 5012 1233 3242 3242 3242 3242 5031 5031 4182.06 4269.83 4462.79 4556.56 4289.3 4841 4841 4841
"OG10039" "OG10039" "PEF1" 1567.03 1611.51 1680 1680 1680 1630.47 1624.56 1262 1749 1624 1624 1551 1551 1556.74 1552.32 1552.33 1553.11 1551 1551 1551 1555.15 1566.93 1600.1 1582.53 852 852 852 870 1553 1980 1980 1980 1980 2047 2047 1655.17 1756.88 1970 1970 1966.68 1680 1680 1680
"OG10040" "OG10040" "SYNC" 1849.36 3413 2817 2817 2817 1620.39 1726.43 6456 3716.54 1517 1517 2330 2186 2330 2330 2322.52 2330 2330 2330 2330 2330 2330 2330 2042 1350 1350 1350 3969 1890 3493 3493 3493 3493 624 1499 1393 1393 1393 1393 1393 2156 2156 2156
"OG10041" "OG10041" "KIAA1522" 5211.87 5311.91 3069 3069 3069 5300.28 5374.64 NA 3425.01 3303 3303 5047.68 5150.57 5120.2 5187 5187 5187 5149.7 5123.58 5116.26 5100.13 5083.09 5187 5187 3046.01 3064.41 3074.32 3123 2346 5327 5327 5327 5327 5200 5200 3115.5 3193.52 3201 3201 3201 5170 5170 5170
"OG10042" "OG10042" "TSSK3" 1044.84 1092.53 860 860 860 1361 1361 807 801 1363 1363 1280 1280 1280 1280 1280 1280 1280 1280 1280 1280 1280 1280 1280 1045 1045 1045 1025 807 1363 1363 1363 1363 807 807 NA NA NA NA NA 1112 1112 1112
"OG10043" "OG10043" "TMCO4" 2607.56 2181.71 2052 2052 2052 2150.89 2088.75 2736 5888 2901 2901 2920.7 2699.22 2608.77 2780.08 2637.83 2684.35 2769.75 2996.7 2980.64 2956.79 2862.81 2492.72 2565.89 4158 4158 4158 3649 2010 2958 2958 2958 2958 3607 3607 3771.9 5089.07 6338 6020.01 6338 2855.34 2798.13 2817.18
"OG10046" "OG10046" "ALPL" 2126.1 2268.32 2484 2484 2484 2551 2451.66 5200 2671 2530 2530 2033.63 2185.87 2240.68 2318.04 2102.74 2423.77 1985.57 1785.12 1867.15 1839.03 2522 2522 2522 2410 2410 2410 3557 3166 1308 1308 1308 1308 3396 3396 1680.46 1881.38 2405.64 2470.96 2505 2436 2436 2436
"OG10047" "OG10047" "WNT4" 1740.41 1850.69 981 981 981 1543.83 1543.83 1083 3676 3713 3713 4194 4194 4194 4194 4194 4194 4194 4194 4194 4194 4194 4194 4194 4250 4250 4250 1080 1059 1044 1044 1044 1044 2115 2115 NA NA NA NA NA 2803.83 3441.89 4405.43
"OG10048" "OG10048" "TTLL10" 557 808.88 2034 2034 2034 1758 1758 2172 2103 2245 2245 1558 921.29 1110.17 1363.64 1620.43 2411.85 2177 1456.83 2318.32 2304 2321.1 2304 631 2061 2061 2061 2496 NA 1461 1461 1461 1461 2020 2020 1854 1854 1854 1854 1920 2198.4 2155.29 1931
"OG10050" "OG10050" "MXRA8" 1225.04 1470.46 2254 2254 2254 NA NA 1341 NA 684 684 1896.78 1962.17 1322.98 1926.1 1777.45 1753.31 1493.38 1753.41 1606.95 2203 1632.78 1986.69 2123.16 6192 6192 6192 NA NA NA NA NA NA 1342 1342 1790 1972.9 2018.73 2049.32 2094.62 2259.9 2258.23 2257.89
"OG10051" "OG10051" "MEGF6" 2891.61 3111.25 4716 4716 4716 4246.45 4365.2 6289 NA 4910.53 4909 2059.37 3971.9 4786.53 5978.75 4779.27 4572.69 6851 5051.21 2861.34 4707.34 4743.24 2603.95 3378.85 6107 6107 6107 4698 2328 NA NA NA NA 7455 7455 3690 3690 3690 3690 3690 5172 5172 5081.9
"OG10052" "OG10052" "CCDC27" 2214 2214 1430.67 1430.67 1093 1374 1920 2650 NA 1845 1845 2089 2089 2089 2089 2089 2089 2089 2089 2089 2089 2089 2089 2089 1776 1776 1776 2285 NA 1941 1941 1941 1941 1965 1965 1418 1418 1418 1418 1418 1959 1959 1959
"OG10053" "OG10053" "IL23R" 1962 2558.36 1893 1893 1893 2796 2796 1289.74 2051 2060 2060 2488 2488 2488 2488 2488 2488 2488 2488 2488 2488 2488 2488 2488 6090 6090 6090 2806 1935 2812 2812 2812 2812 1890 1890 3891 3891 3891 3891 3891 1875 1875 1875
"OG10055" "OG10055" "C1orf87" 1420 1420 2461 2461 2461 2000 1153.03 1849 4960 2009 2009 1904 1904 1904 1904 1904 1904 1904 1904 1904 1904 1904 1904 1904 4921 4921 4921 NA 2071 2027 2027 2027 2027 1734 1734 1138.5 1138.5 795 795 1138.5 1767.5 1767.5 1767.5
"OG10056" "OG10056" "NFIA" 4650.12 9171.8 2328 2328 2328 2314.51 2550.49 1584 1008.37 9210 9210 5571.59 3866.18 5061.67 7750.91 5546.16 9133.94 4719.56 4963.19 4978.63 4565.2 8657.63 3939.49 5215.16 1599 1599 1599 1665 1665 9140 9140 9140 9140 2568 2568 1605.57 1871.69 2536.37 2589.72 2587.79 2979.9 2717.57 3001.73
"OG10057" "OG10057" "OMA1" 1152.9 966.77 2282 2282 2282 1914 1914 1965 1266 1914 1914 1915 1791.09 1468.19 1915 1902.16 1905.41 1915 1915 1915 1915 1915 1915 1915 1798 1798 1798 4011 2418 NA NA NA NA 1910 1910 1385 1385 1385 1385 1385 1839 1839 1839
"OG10059" "OG10059" "TM2D1" 958.94 857.39 987 987 987 NA NA 660.24 552 810 810 1019.11 1027 1017.85 1020.34 1021.97 1010.25 1027 1027 1027 1027 1027 931.83 1027 556 556 556 692 1118 1133 1133 1133 1133 3449 3449 623.82 663.36 696.58 694.06 686.24 1422 1422 1422
"OG1006" "OG1006" "TFE3" 3163.57 3185.19 2678.07 3131 2770.37 1689 1689 3482 3484 2464 2464 2992.1 3100.08 3179.85 3114.52 3141.29 3151.89 3074.18 3294.08 3121.32 2948.91 3055.37 2953.38 3118.7 2219 2219 2219 4828 2040 1110 1110 1110 1110 2325 2325 3817.66 4968.87 6515 6515 6515 1722 1722 1722
"OG10060" "OG10060" "USP1" 3555.61 3676.03 2697 2697 2697 3599.71 3535.91 2914.56 3299 3936 3936 3288.8 3554.1 3096.69 3298.83 3322.68 3373.96 3023.43 3033.53 2579.48 3527 3527 2843.58 2890.94 5182 5182 5182 2915 2427 3939 3939 3939 3939 4078 4078 2424 2424 2424 2424 2424 3538 3439.7 3538
"OG10061" "OG10061" "FUBP1" 1973.14 1136.44 2192 2192 2192 2379.14 2410.32 2957.5 2167.6 2848.31 2831.98 5342.97 5291.71 5407.57 6054.61 5526.59 6072.28 5248.53 5175.01 5023.95 4938.71 6069.93 5060.42 5307.88 1860 1860 1860 2061 2334 2946 2946 2946 2946 2044 2044 2558.06 2482.31 3111.52 3323.92 2961.85 3323 3323 3323
"OG10062" "OG10062" "NEXN" 1894.62 2497.7 2181 2181 2181 2073.07 1955.81 1839 2067 2022 2022 2562 2562 2562 2562 2562 2562 2562 2562 2562 2562 2562 2562 2562 2057 2057 2057 1891 2893 3386 3386 3386 3386 2625 2625 2083 3099.75 2978.71 3173 2508.57 2317 2245.44 2317
"OG10063" "OG10063" "DNAJB4" 955.92 1484.23 1283 1283 1283 2235 2235 4491 5135 2721 2721 2290.44 2415.44 2292.64 2370.89 2364.36 2380.81 2205.57 2176.32 2088.58 2362.89 2422 2435.67 2368.73 1023 1023 1023 5626 1014 2237 2237 2237 2237 2267 2267 6291 6188.86 6195.61 6161.96 6051.78 2152.31 2022.47 2041.14
"OG10066" "OG10066" "LRRC53" 2694.5 2694.5 NA NA NA 3732 3732 NA 3426 3744 3744 NA NA NA NA NA NA NA NA NA NA NA NA NA 1524 1524 1524 3446 2447 1527 1527 1527 1527 1530 1530 3699 3699 3699 3699 3699 NA NA NA
"OG10067" "OG10067" "TYW3" 2780.05 2450.17 1074 1074 1074 880 880 3648 1776 2782 2782 2189.46 1965.17 1496.93 2259.29 1898.96 2684.66 907.14 617.02 1188.53 1094.93 2520.76 1882.94 4108.51 1311 1311 1311 4412 1636 2379 2379 2379 2379 3385 3385 955.72 968.12 977.7 977.75 975.25 1353 1353 1353
"OG10068" "OG10068" "LHX8" 1673.75 1673.75 1674 1674 1674 2349 2349 1432 1134 2070.5 2070.5 481.23 1086.33 1086.33 1086.33 1086.33 1086.33 1086.33 1086.33 1086.33 763 1086.33 1086.33 1086.33 1101 1101 1101 2587 1773 2371 2371 2371 2371 1707 1707 1789.5 1789.5 1789.5 1789.5 1789.5 1756 1756 1756
"OG1007" "OG1007" "TBC1D25" 2279 2788.24 2214 2214 2214 2080.33 2105.21 3472.94 2571 NA NA 2377.59 2365.67 2447.59 2456.47 2455.46 2443.07 2432.92 2292.12 2350.18 2482 2479.24 2580.14 2380.08 2043 2043 2043 2151 2166 NA NA NA NA 4254 4254 2432 2432 2432 2432 2432 2496 2496 2496
"OG10071" "OG10071" "NTNG1" 4034 2642.93 2994 2994 2994 2661 2661 1401.67 2248 2336 2337.5 1971.1 1971.1 1971.1 3204.93 1971.1 1971.1 1971.1 1971.1 1971.1 1971.1 1971.1 3290 1971.1 5698 5698 5698 2371 1392 2948 2948 2948 2948 3941 3941 4847.29 4847.29 4847.29 4145 4847.29 4038 4038 4038
"OG10076" "OG10076" "WDR63" 2888 2210 2908.5 2781 2781 1521.71 1327.04 3791 2752 2762 2762 2397.31 1727.97 1514.83 3176 3176 3176 1515 1515 1515 1515 3176 3176 3176 7084 7084 7084 5545 3383 3006 3006 3006 3006 2991 2991 3151 2964.85 2559 3151 2838.86 3179 3179 3179
"OG10079" "OG10079" "ZNF326" 3052.56 3508.71 1916 1916 1916 1733.61 1989.6 1711.64 5866 2290.95 2232.25 1924.57 2096.41 2102.61 2266.86 2178.67 2232.87 2076.97 1971.38 1621.1 1847.22 2098.46 1935.93 1927.43 3733 3733 3733 2730 2242.94 2725 2725 2725 2725 1624 1650.39 1473 1473 1473 1473 1473 656.89 663.82 674.77
"OG1008" "OG1008" "ACSL4" 2212.1 4300.24 2183 2183 2183 4848 4853.95 5484 4897 4856 4856 4968.7 4965.96 4857 4853.71 4914.23 4972.31 4964.04 4976.81 4984.44 4977.52 4963.86 4958.13 4959 5761 5761 5761 5083 2169 4827 4827 4827 4827 4934 4934 5240 5240 5240 5240 5240 4951 4951 4951
"OG10081" "OG10081" "BRINP3" 1549.75 1549.75 2301 2301 2301 2152 2152 2938 1973 1956 2076 2461.2 2461.2 2461.2 2760 2461.2 2461.2 2461.2 2461.2 2461.2 2461.2 2461.2 2461.2 2461.2 3721 3721 3721 4361 5402 2884 2884 2884 2884 2076 2076 2148 2148 2148 2148 2148 3039 3039 3039
"OG10082" "OG10082" "GFI1" 1706.15 2693 2526 2526 2526 2670 2670 2605 1818 2855 2855 2198.25 689 1482 1482 2639 2063.6 2063.6 2063.6 2063.6 2063.6 1482 2063.6 2063.6 4047 4047 4047 1217 1859 642 642 642 642 1570 1570 6028 6028 6028 6028 6028 2408 2408 2408
"OG10083" "OG10083" "KCNT2" 4055.68 5105.32 3399 3399 3399 2445.18 2640.65 4908 4579 5934 5934 3889.27 4512 4290.95 5167.1 4206.51 4531.08 3237 1281 3483.83 3483.83 5439.31 4001.19 5098.24 5269 5269 5269 8137 6073 5949 5949 5949 5949 3299 3299 3669.24 4302.13 4134.7 4590.76 5498.5 5297 3946.84 5297
"OG10086" "OG10086" "EXTL2" 2343.64 2804.87 2917 2917 2917 2373 2373 3999.89 3026 3980 3980 2463.77 2887.27 2653.5 2976.4 2951.63 2953.63 2869.22 2951.33 1543.9 2985.75 2864.46 1906.27 1798.99 3105 3105 3105 1764 822 3975 3975 3975 3975 2736 2736 2756 1612.86 2756 2756 2281.67 1951.1 1857.11 1900.57
"OG10087" "OG10087" "SLC30A7" 5023.5 7361.8 2113 2113 2113 1299 1299 1158 1131 8218 8218 9020 9020 9020 9020 9020 9020 9020 9020 9020 9020 9020 9020 9020 2741 2741 2741 1174 1131 1285 1285 1285 1285 1128 1128 1768.96 2033.35 2091.38 2162.89 1838.83 2032 2032 2032
"OG10088" "OG10088" "ZNF281" 3962.19 4855.74 1392 1392 1392 3521 3521 NA 2676 3510 3510 4935.93 4933 4934.2 4933 4934.75 4934.25 4934.95 4934.94 4933.17 4933.17 4933.07 4937 4933 2571 2571 2571 2694 2676 3516 3516 3516 3516 NA NA 3633.52 3703.81 4356.45 4780.5 4482.55 3053 3053 3053
"OG1009" "OG1009" "INPP5A" 2171.59 2382.96 1135 1135 1135 2308.04 2500.21 3902 1187 1528 1528 2826 2518.66 2284.23 2723.88 2747.05 2804.65 2692.09 2518.27 2826 2600.34 2800.83 2825.34 2761.32 569 569 569 3220 NA 1618 1618 1618 1618 5239 5239 1278 1278 1278 1278 1278 2839 2839 2839
"OG10090" "OG10090" "CADM3" 3357 3354.13 1628 1628 1628 1608.83 1629 4939 5842 1123 1123 2763.99 3012.59 3304.72 2994.28 2708.35 2636.61 1928.54 2603.31 1976.32 2742.54 3086.3 2314.33 3063.85 5272 5272 5272 1786 1649 1764 1764 1764 1764 1761 1761 3346 3346 3346 3346 3346 2222 2103.44 2222
"OG10092" "OG10092" "TRIM58" 3225 3225 1464 1464 1464 1419 1419 1792 3036 4301 4301 2192 2192 2192 2192 2192 2192 2192 2192 2192 2192 2192 2192 2192 2776 2776 2776 1519 4601 1491 1491 1491 1491 1602 1602 1776 1776 1776 1776 1776 1458 1458 1458
"OG10093" "OG10093" "SLAMF9" 689.45 677 1038 1038 1038 780.72 753.02 1152 1207 NA NA 1313 1313 1313 1313 1313 1313 1313 1313 1313 1313 1313 1313 1313 2229 2229 2229 5378 1475 978 978 978 978 1144 1144 967.53 1066.75 1219.95 1145.5 1407 1395 1395 1395
"OG10094" "OG10094" "KCNJ9" 4170 4170 1218 1218 1218 870 870 1071 1182 1179 1179 3270 3270 3270 3270 3270 3270 3270 3270 3270 3270 3270 3270 3270 1242 1242 1242 1101 NA 927 927 927 927 4101 4101 NA NA NA NA NA 2299 2285.18 2299
"OG10095" "OG10095" "IGSF8" 2334.22 2335.47 2185 2185 2185 1482 1482 1881.07 1850 2279 2279 1800.29 1641.36 1848.42 2114.7 2134.35 2090.05 1942.67 2265.02 2278 1202.16 1754.86 2278 2278 1607 1607 1607 5683 2125.02 1824 1824 1824 1824 2140.45 2029.28 1884 1884 1884 1884 1884 2175 2175 2175
"OG10096" "OG10096" "DDR2" 10160 9279.64 3088 3088 3088 2765 2765 3015 2652 2889.84 2837.29 8289 8289 7812.12 8289 8289 8289 8289 8289 8289 5777.33 8289 6955.37 8289 3158 3158 3158 2949 3562 3243 3243 3243 3243 2542 2542 6378.66 6374.19 6792.56 6560.9 6230.26 3742 3742 3742
"OG10097" "OG10097" "PEA15" 2347.61 2441.46 2538 2538 2538 2445 2445 456 462 2464 2464 2440.46 2344.99 2379.96 2404.34 2396.1 2429.19 2375.92 2393.82 2428.59 2501 2473.97 2501 2425.92 393 393 393 396 399 529 529 529 529 1367 1367 480 480 480 480 480 2304 2304 2304
